-7.60E-15	14.49646	220.068
2.15E-15	17.45038	227.093
3.03E-15	24.49623	230
14.51274	-5.80E-15	222.4618
16.79382	-7.10E-15	228.7495
22.52736	-9.80E-15	232.1948
1.75E-15	-24.4962	230
1.14E-14	-17.4503	227.0929
9.78E-15	-14.4965	220.068
0.1950898	10.98079	219.9955
4.217015	10.18077	220
7.792028	7.792028	220
10.18077	4.217015	220
11.01959	-5.20E-15	220
10.18077	-4.21701	220
7.792028	-7.79203	220
4.217015	-10.1808	220
0.1950898	-10.9808	219.9955
0.1950903	-10.9808	223.5465
0.1950903	-10.9808	227.093
4.217015	-10.1808	227.093
7.792028	-7.79203	227.093
10.18077	-4.21701	227.093
11.01959	6.50E-15	227.093
10.18077	4.217015	227.093
7.792028	7.792028	227.093
4.217015	10.18077	227.093
0.1950903	10.98079	227.093
0.1950903	10.98079	223.5465
11.01959	-1.90E-14	223.5465
7.792028	-7.79203	223.5465
4.217015	-10.1808	223.5465
10.18077	-4.21701	223.5465
7.792028	7.792028	223.5465
10.18077	4.217015	223.5465
4.217015	10.18077	223.5465
-0.186864	16.6265	227.628
5.886986	15.16267	227.6179
10.64116	11.34893	227.5481
13.68692	6.039257	227.4849
14.74291	-8.64E-05	227.4598
13.82685	-6.68E-05	225.0975
13.49403	8.78E-05	222.527
12.45545	5.186171	222.1645
9.534718	9.537238	221.3238
5.176432	12.44604	220.5083
-0.203203	13.51791	220.1678
-0.204002	14.356	224.2485
9.704228	10.02787	224.3814
12.70284	5.417079	224.684
5.247276	13.13576	224.1463
-0.203315	-13.5179	220.1677
5.175867	-12.4454	220.5073
9.534286	-9.53722	221.3225
12.45448	-5.18591	222.1642
13.68789	-6.0395	227.4849
10.64146	-11.3499	227.5481
5.886557	-15.1613	227.6178
-0.18705	-16.6265	227.628
-0.204189	-14.356	224.2484
9.706016	-10.0264	224.3793
12.70358	-5.41639	224.6823
5.248208	-13.134	224.1459
0.1950829	-9.93529	104.9911
0.1950829	-10.0717	119.9911
0.1950829	-10.1171	124.9911
0.1950828	-10.1626	129.9911
0.1950828	-10.208	134.9911
0.1950828	-10.2535	139.9911
0.1950828	-10.2989	144.9911
0.1950828	-10.3444	149.9911
0.1950828	-10.3898	154.9911
0.1950828	-10.4353	159.9911
0.1950827	-10.4807	164.9911
0.1950827	-10.5262	169.9911
0.1950827	-10.5717	174.9911
0.1950827	-10.6171	179.9911
0.1950827	-10.6626	184.9911
0.1950827	-10.708	189.9911
0.1950827	-10.7535	194.9911
0.1950826	-10.7989	199.9911
0.1950826	-10.8444	204.9911
0.1950821	-10.8898	209.9911
0.1950816	-10.9353	214.9911
0.1950816	10.93529	214.9911
0.1950821	10.88984	209.9911
0.1950826	10.84438	204.9911
0.1950826	10.79893	199.9911
0.1950826	10.75347	194.9911
0.1950826	10.70802	189.9911
0.1950826	10.66256	184.9911
0.1950827	10.61711	179.9911
0.1950827	10.57166	174.9911
0.1950827	10.5262	169.9911
0.1950827	10.48075	164.9911
0.1950827	10.43529	159.9911
0.1950827	10.38984	154.9911
0.1950827	10.34438	149.9911
0.1950827	10.29893	144.9911
0.1950827	10.25347	139.9911
0.1950827	10.20802	134.9911
0.1950827	10.16256	129.9911
0.1950828	10.11711	124.9911
0.1950828	10.07166	119.9911
0.1950828	9.935292	104.9911
4.025669	9.718819	164.9937
7.438464	7.438465	164.994
9.718822	4.025666	164.994
10.51958	1.29E-06	164.994
9.718823	-4.02566	164.994
7.438465	-7.43846	164.994
4.02567	-9.71882	164.9937
4.130035	9.970784	194.9934
7.631309	7.63131	194.9937
9.970787	4.130034	194.9937
10.7923	6.00E-07	194.9937
9.970787	-4.13003	194.9937
7.63131	-7.63131	194.9937
4.130036	-9.97078	194.9934
10.83776	4.81E-07	199.9936
10.88321	3.71E-07	204.9936
10.92866	2.40E-07	209.9935
10.97411	1.18E-07	214.9929
