0.05	-9.02701	108.147
0.05	-9.07308	113.215
0.05	-9.11843	118.2034
0.05	-9.16306	123.1124
0.05	-9.20696	127.9418
0.05	-9.25014	132.6918
0.05	-9.2926	137.3623
0.05	-9.33434	141.9532
0.05	-9.37535	146.4647
0.05	-9.41564	150.8967
0.05	-9.45521	155.2491
0.05	-9.49405	159.5221
0.05	-9.53218	163.7156
0.05	-9.56958	167.8296
0.05	-9.60625	171.864
0.05	-9.64221	175.819
0.05	-9.67744	179.6945
0.05	-9.71195	183.4905
0.05	-9.74574	187.207
0.05	-9.7788	190.844
0.05	-9.81114	194.4015
0.05	-9.84276	197.8795
0.05	-9.87365	201.278
0.05	-9.90383	204.597
0.05	-9.93328	207.8365
0.05	-9.962	210.9965
0.05	-9.99001	214.0771
0.05	-10.0173	217.0781
2.338065	-8.72577	108.1469
2.349989	-8.77028	113.2149
2.361726	-8.81408	118.2033
2.373276	-8.85719	123.1123
2.38464	-8.8996	127.9417
2.395816	-8.94131	132.6917
2.406805	-8.98232	137.3622
2.417607	-9.02263	141.9531
2.428222	-9.06225	146.4646
2.43865	-9.10117	150.8966
2.448891	-9.13939	155.249
2.458945	-9.17691	159.522
2.468812	-9.21373	163.7155
2.478492	-9.24986	167.8295
2.487984	-9.28528	171.8639
2.49729	-9.32001	175.8189
2.506409	-9.35404	179.6944
2.51534	-9.38738	183.4904
2.524085	-9.42001	187.2069
2.532642	-9.45195	190.8439
2.541013	-9.48319	194.4014
2.549196	-9.51373	197.8794
2.557192	-9.54357	201.2779
2.565002	-9.57272	204.5969
2.572624	-9.60116	207.8364
2.580059	-9.62891	210.9964
2.587307	-9.65596	214.077
2.594368	-9.68231	217.078
4.516794	-7.82331	108.1469
4.53983	-7.86321	113.2149
4.562505	-7.90249	118.2033
4.584819	-7.94114	123.1123
4.606771	-7.97916	127.9417
4.628361	-8.01655	132.6917
4.649591	-8.05332	137.3622
4.670459	-8.08947	141.9531
4.690965	-8.12499	146.4646
4.711111	-8.15988	150.8966
4.730895	-8.19415	155.249
4.750317	-8.22779	159.522
4.769379	-8.2608	163.7155
4.788078	-8.29319	167.8295
4.806417	-8.32495	171.8639
4.824394	-8.35609	175.8189
4.84201	-8.3866	179.6944
4.859265	-8.41649	183.4904
4.876158	-8.44575	187.2069
4.89269	-8.47438	190.8439
4.90886	-8.50239	194.4014
4.924669	-8.52977	197.8794
4.940117	-8.55653	201.2779
4.955203	-8.58266	204.5969
4.969928	-8.60816	207.8364
4.984292	-8.63304	210.9964
4.998294	-8.6573	214.077
5.011935	-8.68092	217.078
6.387711	-6.38771	108.1469
6.420289	-6.42029	113.2149
6.452356	-6.45236	118.2033
6.483912	-6.48391	123.1123
6.514957	-6.51496	127.9417
6.545491	-6.54549	132.6917
6.575514	-6.57551	137.3622
6.605026	-6.60503	141.9531
6.634027	-6.63403	146.4646
6.662516	-6.66252	150.8966
6.690495	-6.6905	155.249
6.717963	-6.71796	159.522
6.744919	-6.74492	163.7155
6.771365	-6.77137	167.8295
6.7973	-6.7973	171.8639
6.822723	-6.82272	175.8189
6.847636	-6.84764	179.6944
6.872038	-6.87204	183.4904
6.895928	-6.89593	187.2069
6.919308	-6.91931	190.8439
6.942176	-6.94218	194.4014
6.964533	-6.96453	197.8794
6.98638	-6.98638	201.2779
7.007715	-7.00772	204.5969
7.02854	-7.02854	207.8364
7.048853	-7.04885	210.9964
7.068655	-7.06866	214.077
7.087947	-7.08795	217.078
7.823317	-4.51679	108.1469
7.863216	-4.53983	113.2149
7.90249	-4.5625	118.2033
7.941138	-4.58481	123.1123
7.97916	-4.60677	127.9417
8.016556	-4.62836	132.6917
8.053327	-4.64959	137.3622
8.089471	-4.67045	141.9531
8.12499	-4.69096	146.4646
8.159882	-4.71111	150.8966
8.194149	-4.73089	155.249
8.22779	-4.75031	159.522
8.260805	-4.76937	163.7155
8.293195	-4.78807	167.8295
8.324958	-4.80641	171.8639
8.356095	-4.82439	175.8189
8.386607	-4.84201	179.6944
8.416493	-4.85926	183.4904
8.445752	-4.87615	187.2069
8.474386	-4.89268	190.8439
8.502394	-4.90886	194.4014
8.529776	-4.92466	197.8794
8.556533	-4.94011	201.2779
8.582663	-4.9552	204.5969
8.608168	-4.96992	207.8364
8.633046	-4.98429	210.9964
8.657299	-4.99829	214.077
8.680926	-5.01193	217.078
8.725776	-2.33806	108.1469
8.770278	-2.34999	113.2149
8.814083	-2.36172	118.2033
8.857189	-2.37327	123.1123
8.899597	-2.38464	127.9417
8.941307	-2.39581	132.6917
8.982319	-2.4068	137.3622
9.022633	-2.41761	141.9531
9.062249	-2.42822	146.4646
9.101166	-2.43865	150.8966
9.139386	-2.44889	155.249
9.176908	-2.45894	159.522
9.213731	-2.46881	163.7155
9.249857	-2.47849	167.8295
9.285284	-2.48798	171.8639
9.320013	-2.49729	175.8189
9.354045	-2.50641	179.6944
9.387378	-2.51534	183.4904
9.420013	-2.52408	187.2069
9.45195	-2.53264	190.8439
9.483189	-2.54101	194.4014
9.51373	-2.54919	197.8794
9.543572	-2.55719	201.2779
9.572717	-2.565	204.5969
9.601164	-2.57262	207.8364
9.628912	-2.58006	210.9964
9.655963	-2.58731	214.077
9.682315	-2.59437	217.078
0.05	9.027006	108.147
0.05	9.073078	113.215
0.05	9.118427	118.2034
0.05	9.163054	123.1124
0.05	9.206958	127.9418
0.05	9.25014	132.6918
0.05	9.292598	137.3623
0.05	9.334335	141.9532
0.05	9.375348	146.4647
0.05	9.415638	150.8967
0.05	9.455206	155.2491
0.05	9.494052	159.5221
0.05	9.532174	163.7156
0.05	9.569574	167.8296
0.05	9.606251	171.864
0.05	9.642205	175.819
0.05	9.677437	179.6945
0.05	9.711946	183.4905
0.05	9.745733	187.207
0.05	9.778796	190.844
0.05	9.811137	194.4015
0.05	9.842755	197.8795
0.05	9.873651	201.278
0.05	9.903824	204.597
0.05	9.933274	207.8365
0.05	9.962001	210.9965
0.05	9.990006	214.0771
0.05	10.01729	217.0781
2.338065	8.725776	108.1469
2.349989	8.770278	113.2149
2.361726	8.814083	118.2033
2.373276	8.857189	123.1123
2.38464	8.899597	127.9417
2.395816	8.941307	132.6917
2.406805	8.982319	137.3622
2.417607	9.022633	141.9531
2.428222	9.062249	146.4646
2.43865	9.101166	150.8966
2.448891	9.139386	155.249
2.458945	9.176908	159.522
2.468812	9.213731	163.7155
2.478492	9.249857	167.8295
2.487984	9.285284	171.8639
2.49729	9.320013	175.8189
2.506409	9.354045	179.6944
2.51534	9.387378	183.4904
2.524085	9.420013	187.2069
2.532642	9.45195	190.8439
2.541013	9.483189	194.4014
2.549196	9.51373	197.8794
2.557192	9.543572	201.2779
2.565002	9.572717	204.5969
2.572624	9.601164	207.8364
2.580059	9.628912	210.9964
2.587307	9.655963	214.077
2.594368	9.682315	217.078
4.516794	7.823317	108.1469
4.53983	7.863216	113.2149
4.562505	7.90249	118.2033
4.584819	7.941138	123.1123
4.606771	7.97916	127.9417
4.628361	8.016556	132.6917
4.649591	8.053327	137.3622
4.670459	8.089471	141.9531
4.690965	8.12499	146.4646
4.711111	8.159882	150.8966
4.730895	8.194149	155.249
4.750317	8.22779	159.522
4.769379	8.260805	163.7155
4.788078	8.293195	167.8295
4.806417	8.324958	171.8639
4.824394	8.356095	175.8189
4.84201	8.386607	179.6944
4.859265	8.416493	183.4904
4.876158	8.445752	187.2069
4.89269	8.474386	190.8439
4.90886	8.502394	194.4014
4.924669	8.529776	197.8794
4.940117	8.556533	201.2779
4.955203	8.582663	204.5969
4.969928	8.608168	207.8364
4.984292	8.633046	210.9964
4.998294	8.657299	214.077
5.011935	8.680926	217.078
6.387711	6.387711	108.1469
6.420289	6.420289	113.2149
6.452356	6.452356	118.2033
6.483912	6.483912	123.1123
6.514957	6.514957	127.9417
6.545491	6.545491	132.6917
6.575514	6.575514	137.3622
6.605026	6.605026	141.9531
6.634027	6.634027	146.4646
6.662516	6.662516	150.8966
6.690495	6.690495	155.249
6.717963	6.717963	159.522
6.744919	6.744919	163.7155
6.771365	6.771365	167.8295
6.7973	6.7973	171.8639
6.822723	6.822723	175.8189
6.847636	6.847636	179.6944
6.872038	6.872038	183.4904
6.895928	6.895928	187.2069
6.919308	6.919308	190.8439
6.942176	6.942176	194.4014
6.964533	6.964533	197.8794
6.98638	6.98638	201.2779
7.007715	7.007715	204.5969
7.02854	7.02854	207.8364
7.048853	7.048853	210.9964
7.068655	7.068655	214.077
7.087947	7.087947	217.078
7.823317	4.516794	108.1469
7.863216	4.53983	113.2149
7.90249	4.562505	118.2033
7.941138	4.584819	123.1123
7.97916	4.606771	127.9417
8.016556	4.628361	132.6917
8.053327	4.649591	137.3622
8.089471	4.670459	141.9531
8.12499	4.690965	146.4646
8.159882	4.711111	150.8966
8.194149	4.730895	155.249
8.22779	4.750317	159.522
8.260805	4.769379	163.7155
8.293195	4.788078	167.8295
8.324958	4.806417	171.8639
8.356095	4.824394	175.8189
8.386607	4.84201	179.6944
8.416493	4.859265	183.4904
8.445752	4.876158	187.2069
8.474386	4.89269	190.8439
8.502394	4.90886	194.4014
8.529776	4.924669	197.8794
8.556533	4.940117	201.2779
8.582663	4.955203	204.5969
8.608168	4.969928	207.8364
8.633046	4.984292	210.9964
8.657299	4.998294	214.077
8.680926	5.011935	217.078
9.033588	2.33E-09	108.1469
8.725776	2.338065	108.1469
9.07966	4.19E-09	113.2149
8.770278	2.349989	113.2149
9.125009	-9.92E-09	118.2033
8.814083	2.361726	118.2033
9.169636	-5.53E-09	123.1123
8.857189	2.373276	123.1123
9.21354	2.75E-09	127.9417
8.899597	2.38464	127.9417
9.256722	-5.47E-09	132.6917
8.941307	2.395816	132.6917
9.29918	3.49E-09	137.3622
8.982319	2.406805	137.3622
9.340917	-2.43E-09	141.9531
9.022633	2.417607	141.9531
9.38193	1.37E-09	146.4646
9.062249	2.428222	146.4646
9.42222	2.69E-09	150.8966
9.101166	2.43865	150.8966
9.461788	-5.15E-09	155.249
9.139386	2.448891	155.249
9.500634	-4.00E-09	159.522
9.176908	2.458945	159.522
